Date	South	North	South.7	North.7	County	Cases	Deaths	Cases.New	Deaths.New
2021-02-04	360	249	454	332	Norfolk	41322	1495	231	11
2021-02-04	360	249	454	332	Middlesex	103581	3166	419	11
2021-02-05	270	366	396	338	Norfolk	41587	1504	265	9
2021-02-05	270	366	396	338	Suffolk	73016	1588	388	7
2021-02-05	270	366	396	338	Middlesex	104142	3187	561	21
2021-02-06	519	434	402	332	Norfolk	41877	1509	290	5
2021-02-06	519	434	402	332	Suffolk	73393	1592	377	4
2021-02-06	519	434	402	332	Middlesex	104730	3202	588	15
2021-02-07	750	295	433	318	Suffolk	73788	1597	395	5
2021-02-07	750	295	433	318	Norfolk	42181	1518	304	9
2021-02-07	750	295	433	318	Middlesex	105266	3216	536	14
2021-02-08	492	412	432	324	Suffolk	73952	1603	164	6
2021-02-08	492	412	432	324	Norfolk	42286	1522	105	4
2021-02-08	492	412	432	324	Middlesex	105526	3228	260	12
2021-02-09	347	315	420	330	Norfolk	42430	1533	144	11
2021-02-09	347	315	420	330	Suffolk	74098	1606	146	3
2021-02-09	347	315	420	330	Middlesex	105754	3241	228	13
2021-02-10	213	225	390	320	Norfolk	42600	1541	170	8
2021-02-10	213	225	390	320	Suffolk	74329	1617	231	11
2021-02-10	213	225	390	320	Middlesex	106111	3256	357	15
2021-02-11	471	382	405	340	Suffolk	74668	1627	339	10
2021-02-11	471	382	405	340	Norfolk	42808	1545	208	4
2021-02-11	471	382	405	340	Middlesex	106482	3265	371	9
2021-02-12	286	358	409	339	Suffolk	74944	1633	276	6
2021-02-12	286	358	409	339	Norfolk	43037	1555	229	10
2021-02-12	286	358	409	339	Middlesex	106911	3282	429	17
2021-02-13	265	285	371	319	Suffolk	75190	1642	246	9
2021-02-13	265	285	371	319	Norfolk	43239	1559	202	4
2021-02-13	265	285	371	319	Middlesex	107316	3295	405	13
2021-02-14	543	283	355	317	Middlesex	107656	3312	340	17
2021-02-14	543	283	355	317	Suffolk	75435	1646	245	4
2021-02-14	543	283	355	317	Norfolk	43401	1564	162	5
2021-02-15	500	155	355	276	Suffolk	75637	1651	202	5
2021-02-15	500	155	355	276	Norfolk	43542	1565	141	1
2021-02-15	500	155	355	276	Middlesex	107996	3320	340	8
2021-02-16	663	190	390	257	Norfolk	43639	1567	97	2
2021-02-16	663	190	390	257	Middlesex	108172	3336	176	16
2021-02-16	663	190	390	257	Suffolk	75743	1654	106	3
2021-02-17	326	232	414	258	Suffolk	75876	1659	133	5
2021-02-17	326	232	414	258	Norfolk	43771	1573	132	6
2021-02-17	326	232	414	258	Middlesex	108411	3343	239	7
2021-02-18	476	412	415	261	Norfolk	43929	1581	158	8
2021-02-18	476	412	415	261	Middlesex	108759	3351	348	8
2021-02-18	476	412	415	261	Suffolk	76135	1666	259	7
2021-02-19	256	579	408	279	Norfolk	44062	1583	133	2
2021-02-19	256	579	408	279	Middlesex	109093	3361	334	10
2021-02-19	256	579	408	279	Suffolk	76367	1666	232	0
2021-02-20	318	182	419	262	Norfolk	44228	1593	166	10
2021-02-20	318	182	419	262	Middlesex	109457	3371	364	10
2021-02-20	318	182	419	262	Suffolk	76620	1668	253	2
2021-02-21	848	308	447	265	Suffolk	76787	1673	167	5
2021-02-21	848	308	447	265	Norfolk	44360	1597	132	4
2021-02-21	848	308	447	265	Middlesex	109679	3382	222	11
2021-02-22	687	386	468	302	Norfolk	44487	1599	127	2
2021-02-22	687	386	468	302	Middlesex	109891	3389	212	7
2021-02-22	687	386	468	302	Suffolk	76944	1674	157	1
2021-02-23	279	163	413	295	Norfolk	44621	1601	134	2
2021-02-23	279	163	413	295	Middlesex	110116	3398	225	9
2021-02-23	279	163	413	295	Suffolk	77071	1677	127	3
2021-02-24	306	260	409	300	Norfolk	44799	1605	178	4
2021-02-24	306	260	409	300	Middlesex	110488	3409	372	11
2021-02-24	306	260	409	300	Suffolk	77316	1681	245	4
2021-02-25	159	193	350	269	Suffolk	77569	1685	253	4
2021-02-25	159	193	350	269	Norfolk	44977	1607	178	2
2021-02-25	159	193	350	269	Middlesex	110899	3416	411	7
2021-02-26	135	124	320	216	Norfolk	45176	1612	199	5
2021-02-26	135	124	320	216	Middlesex	111231	3420	332	4
2021-02-26	135	124	320	216	Suffolk	77831	1687	262	2
2021-02-27	385	243	328	225	Norfolk	45344	1613	168	1
2021-02-27	385	243	328	225	Middlesex	111505	3429	274	9
2021-02-27	385	243	328	225	Suffolk	78064	1693	233	6
2021-02-28	356	211	290	213	Norfolk	45485	1617	141	4
2021-02-28	356	211	290	213	Middlesex	111798	3438	293	9
2021-02-28	356	211	290	213	Suffolk	78277	1697	213	4
2021-03-01	409	251	269	201	Middlesex	112066	3444	268	6
2021-03-01	409	251	269	201	Suffolk	78485	1700	208	3
2021-03-01	409	251	269	201	Norfolk	45602	1621	117	4
2021-03-02	270	218	268	209	Middlesex	112050	3452	-16	8
2021-03-02	270	218	268	209	Suffolk	78468	1701	-17	1
2021-03-02	270	218	268	209	Norfolk	45641	1626	39	5
2021-03-03	291	279	266	211	Middlesex	112361	3460	311	8
2021-03-03	291	279	266	211	Norfolk	45784	1636	143	10
2021-03-03	291	279	266	211	Suffolk	78705	1707	237	6
2021-03-04	797	332	335	228	Middlesex	112643	3468	282	8
2021-03-04	797	332	335	228	Norfolk	45914	1638	130	2
2021-03-04	797	332	335	228	Suffolk	78922	1713	217	6
2021-03-05	417	287	394	257	Norfolk	46068	1641	154	3
2021-03-05	417	287	394	257	Suffolk	79200	1712	278	-1
2021-03-05	417	287	394	257	Middlesex	112945	3472	302	4
2021-03-06	352	190	389	248	Suffolk	79420	1718	220	6
2021-03-06	352	190	389	248	Middlesex	113262	3482	317	10
2021-03-06	352	190	389	248	Norfolk	46205	1649	137	8
2021-03-07	307	191	381	245	Middlesex	113553	3493	291	11
2021-03-07	307	191	381	245	Norfolk	46319	1651	114	2
2021-03-07	307	191	381	245	Suffolk	79597	1720	177	2
2021-03-08	399	284	379	249	Middlesex	113766	3495	213	2
2021-03-08	399	284	379	249	Norfolk	46398	1653	79	2
2021-03-08	399	284	379	249	Suffolk	79724	1720	127	0
2021-03-09	236	217	372	249	Norfolk	46497	1657	99	4
2021-03-09	236	217	372	249	Suffolk	79835	1721	111	1
2021-03-09	236	217	372	249	Middlesex	113972	3499	206	4
2021-03-10	206	208	354	239	Suffolk	80026	1729	191	8
2021-03-10	206	208	354	239	Middlesex	114299	3506	327	7
2021-03-10	206	208	354	239	Norfolk	46641	1662	144	5
2021-03-11	326	185	311	220	Suffolk	80231	1738	205	9
2021-03-11	326	185	311	220	Norfolk	46801	1663	160	1
2021-03-11	326	185	311	220	Middlesex	114617	3514	318	8
2021-03-12	300	364	297	227	Suffolk	80450	1741	219	3
2021-03-12	300	364	297	227	Middlesex	115029	3523	412	9
2021-03-12	300	364	297	227	Norfolk	46955	1664	154	1
2021-03-13	272	366	286	249	Suffolk	80655	1747	205	6
2021-03-13	272	366	286	249	Norfolk	47117	1665	162	1
2021-03-13	272	366	286	249	Middlesex	115376	3530	347	7
2021-03-14	362	235	293	257	Norfolk	47273	1667	156	2
2021-03-14	362	235	293	257	Middlesex	115697	3536	321	6
2021-03-14	362	235	293	257	Suffolk	80886	1749	231	2
2021-03-15	447	310	298	260	Suffolk	81002	1752	116	3
2021-03-15	447	310	298	260	Norfolk	47375	1671	102	4
2021-03-15	447	310	298	260	Middlesex	115937	3540	240	4
2021-03-16	374	216	318	260	Norfolk	47498	1673	123	2
2021-03-16	374	216	318	260	Middlesex	116175	3545	238	5
2021-03-16	374	216	318	260	Suffolk	81092	1752	90	0
2021-03-17	260	266	329	269	Suffolk	81293	1758	201	6
2021-03-17	260	266	329	269	Norfolk	47654	1679	156	6
2021-03-17	260	266	329	269	Middlesex	116588	3550	413	5
2021-03-18	328	415	329	302	Norfolk	47844	1682	190	3
2021-03-18	328	415	329	302	Middlesex	117031	3553	443	3
2021-03-18	328	415	329	302	Suffolk	81519	1760	226	2
2021-03-19	281	259	326	288	Suffolk	81757	1762	238	2
2021-03-19	281	259	326	288	Norfolk	48005	1688	161	6
2021-03-19	281	259	326	288	Middlesex	117434	3561	403	8
2021-03-20	338	382	337	290	Middlesex	117840	3571	406	10
2021-03-20	338	382	337	290	Suffolk	81994	1763	237	1
2021-03-20	338	382	337	290	Norfolk	48183	1692	178	4
2021-03-21	710	227	371	288	Middlesex	118225	3577	385	6
2021-03-21	710	227	371	288	Norfolk	48346	1696	163	4
2021-03-21	710	227	371	288	Suffolk	82205	1768	211	5
2021-03-22	566	286	383	285	Norfolk	48412	1697	66	1
2021-03-22	566	286	383	285	Middlesex	118504	3584	279	7
2021-03-22	566	286	383	285	Suffolk	82359	1769	154	1
2021-03-23	287	286	369	296	Suffolk	82474	1771	115	2
2021-03-23	287	286	369	296	Norfolk	48574	1699	162	2
2021-03-23	287	286	369	296	Middlesex	118787	3587	283	3
2021-03-24	431	245	397	293	Middlesex	119223	3599	436	12
2021-03-24	431	245	397	293	Suffolk	82690	1773	216	2
2021-03-24	431	245	397	293	Norfolk	48718	1706	144	7
2021-03-25	227	266	376	275	Middlesex	119685	3609	462	10
2021-03-25	227	266	376	275	Suffolk	83023	1773	333	0
2021-03-25	227	266	376	275	Norfolk	48920	1706	202	0
2021-03-26	340	209	387	267	Middlesex	120170	3616	485	7
2021-03-26	340	209	387	267	Suffolk	83361	1776	338	3
2021-03-26	340	209	387	267	Norfolk	49090	1712	170	6
2021-03-27	435	313	401	259	Middlesex	120686	3624	516	8
2021-03-27	435	313	401	259	Norfolk	49282	1714	192	2
2021-03-27	435	313	401	259	Suffolk	83704	1781	343	5
2021-03-28	406	218	370	258	Middlesex	121081	3632	395	8
2021-03-28	406	218	370	258	Norfolk	49468	1716	186	2
2021-03-28	406	218	370	258	Suffolk	83962	1783	258	2
2021-03-29	441	276	357	257	Norfolk	49576	1717	108	1
2021-03-29	441	276	357	257	Middlesex	121435	3636	354	4
2021-03-29	441	276	357	257	Suffolk	84188	1784	226	1
2021-03-30	335	212	365	246	Suffolk	84399	1784	211	0
2021-03-30	335	212	365	246	Norfolk	49760	1719	184	2
2021-03-30	335	212	365	246	Middlesex	121737	3638	302	2
2021-03-31	300	107	347	218	Norfolk	49961	1721	201	2
2021-03-31	300	107	347	218	Middlesex	122222	3645	485	7
2021-03-31	300	107	347	218	Suffolk	84646	1788	247	4
2021-04-01	538	233	392	214	Suffolk	85036	1791	390	3
2021-04-01	538	233	392	214	Norfolk	50141	1726	180	5
2021-04-01	538	233	392	214	Middlesex	122757	3654	535	9
2021-04-02	434	246	406	219	Norfolk	50314	1731	173	5
2021-04-02	434	246	406	219	Middlesex	123209	3661	452	7
2021-04-02	434	246	406	219	Suffolk	85406	1794	370	3
2021-04-03	264	177	378	202	Suffolk	85736	1795	330	1
2021-04-03	264	177	378	202	Norfolk	50489	1736	175	5
2021-04-03	264	177	378	202	Middlesex	123681	3666	472	5
2021-04-04	249	388	353	220	Norfolk	50489	1736	0	0
2021-04-04	249	388	353	220	Middlesex	123681	3666	0	0
2021-04-04	249	388	353	220	Suffolk	85736	1795	0	0
2021-04-05	390	273	346	219	Suffolk	86144	1799	408	4
2021-04-05	390	273	346	219	Norfolk	50732	1743	243	7
2021-04-05	390	273	346	219	Middlesex	124297	3677	616	11
2021-04-06	425	233	358	222	Norfolk	50877	1745	145	2
2021-04-06	425	233	358	222	Middlesex	124618	3680	321	3
2021-04-06	425	233	358	222	Suffolk	86365	1801	221	2
2021-04-07	261	222	351	247	Suffolk	86699	1801	334	0
2021-04-07	261	222	351	247	Norfolk	51027	1749	150	4
2021-04-07	261	222	351	247	Middlesex	125122	3682	504	2
2021-04-08	284	247	321	249	Suffolk	86957	1801	258	0
2021-04-08	284	247	321	249	Middlesex	125587	3683	465	1
2021-04-08	284	247	321	249	Norfolk	51182	1750	155	1
2021-04-09	392	300	316	256	Middlesex	126060	3684	473	1
2021-04-09	392	300	316	256	Norfolk	51355	1753	173	3
2021-04-09	392	300	316	256	Suffolk	87274	1802	317	1
2021-04-10	441	349	340	282	Middlesex	126556	3685	496	1
2021-04-10	441	349	340	282	Suffolk	87583	1802	309	0
2021-04-10	441	349	340	282	Norfolk	51477	1752	122	-1
2021-04-11	471	287	373	270	Middlesex	127007	3685	451	0
2021-04-11	471	287	373	270	Suffolk	87782	1802	199	0
2021-04-11	471	287	373	270	Norfolk	51634	1753	157	1
2021-04-12	242	338	348	278	Middlesex	127341	3689	334	4
2021-04-12	242	338	348	278	Norfolk	51731	1759	97	6
2021-04-12	242	338	348	278	Suffolk	87965	1804	183	2
2021-04-13	253	170	323	266	Middlesex	127550	3689	209	0
2021-04-13	253	170	323	266	Norfolk	51865	1759	134	0
2021-04-13	253	170	323	266	Suffolk	88116	1804	151	0
2021-04-14	356	240	338	269	Norfolk	52018	1760	153	1
2021-04-14	356	240	338	269	Suffolk	88340	1807	224	3
2021-04-14	356	240	338	269	Middlesex	127985	3692	435	3
2021-04-15	330	237	345	267	Suffolk	88588	1808	248	1
2021-04-15	330	237	345	267	Middlesex	128401	3692	416	0
2021-04-15	330	237	345	267	Norfolk	52159	1760	141	0
2021-04-16	245	178	323	248	Middlesex	128832	3694	431	2
2021-04-16	245	178	323	248	Norfolk	52291	1760	132	0
2021-04-16	245	178	323	248	Suffolk	88820	1808	232	0
2021-04-17	214	271	291	240	Middlesex	129172	3695	340	1
2021-04-17	214	271	291	240	Norfolk	52436	1763	145	3
2021-04-17	214	271	291	240	Suffolk	89050	1808	230	0
2021-04-18	340	245	278	234	Norfolk	52531	1764	95	1
2021-04-18	340	245	278	234	Suffolk	89213	1809	163	1
2021-04-18	340	245	278	234	Middlesex	129437	3696	265	1
2021-04-19	177	181	266	214	Suffolk	89379	1810	166	1
2021-04-19	177	181	266	214	Middlesex	129684	3699	247	3
2021-04-19	177	181	266	214	Norfolk	52625	1765	94	1
2021-04-20	198	131	257	207	Suffolk	89442	1810	63	0
2021-04-20	198	131	257	207	Norfolk	52687	1765	62	0
2021-04-20	198	131	257	207	Middlesex	129834	3700	150	1
2021-04-21	203	158	237	194	Suffolk	89605	1810	163	0
2021-04-21	203	158	237	194	Middlesex	130103	3701	269	1
2021-04-21	203	158	237	194	Norfolk	52797	1765	110	0
2021-04-22	355	108	239	174	Suffolk	89784	1811	179	1
2021-04-22	355	108	239	174	Norfolk	52894	1765	97	0
2021-04-22	355	108	239	174	Middlesex	130366	3705	263	4
2021-04-23	192	80	231	155	Norfolk	53019	1766	125	1
2021-04-23	192	80	231	155	Middlesex	130661	3708	295	3
2021-04-23	192	80	231	155	Suffolk	89957	1811	173	0
2021-04-24	287	127	241	139	Suffolk	90111	1811	154	0
2021-04-24	287	127	241	139	Norfolk	53156	1768	137	2
2021-04-24	287	127	241	139	Middlesex	130965	3709	304	1
2021-04-25	238	176	229	133	Norfolk	53242	1768	86	0
2021-04-25	238	176	229	133	Middlesex	131174	3710	209	1
2021-04-25	238	176	229	133	Suffolk	90245	1811	134	0
2021-04-26	209	154	235	130	Suffolk	90356	1812	111	1
2021-04-26	209	154	235	130	Norfolk	53312	1769	70	1
2021-04-26	209	154	235	130	Middlesex	131332	3713	158	3
2021-04-27	139	107	223	126	Norfolk	53394	1769	82	0
2021-04-27	139	107	223	126	Middlesex	131487	3713	155	0
2021-04-27	139	107	223	126	Suffolk	90448	1813	92	1
2021-04-28	157	102	215	118	Suffolk	90585	1813	137	0
2021-04-28	157	102	215	118	Norfolk	53495	1771	101	2
2021-04-28	157	102	215	118	Middlesex	131763	3715	276	2
2021-04-29	231	133	202	122	Middlesex	132011	3718	248	3
2021-04-29	231	133	202	122	Suffolk	90736	1814	151	1
2021-04-29	231	133	202	122	Norfolk	53603	1772	108	1
2021-04-30	154	78	196	121	Middlesex	132248	3720	237	2
2021-04-30	154	78	196	121	Norfolk	53702	1772	99	0
2021-04-30	154	78	196	121	Suffolk	90871	1817	135	3
2021-05-01	109	97	171	117	Norfolk	53783	1773	81	1
2021-05-01	109	97	171	117	Middlesex	132458	3721	210	1
2021-05-01	109	97	171	117	Suffolk	90988	1819	117	2
2021-05-02	214	75	168	103	Suffolk	91087	1820	99	1
2021-05-02	214	75	168	103	Norfolk	53846	1773	63	0
2021-05-02	214	75	168	103	Middlesex	132603	3721	145	0
2021-05-03	100	67	151	92	Middlesex	132683	3725	80	4
2021-05-03	100	67	151	92	Suffolk	91138	1820	51	0
2021-05-03	100	67	151	92	Norfolk	53890	1776	44	3
2021-05-04	89	91	142	90	Middlesex	132810	3725	127	0
2021-05-04	89	91	142	90	Suffolk	91216	1820	78	0
2021-05-04	89	91	142	90	Norfolk	53947	1776	57	0
2021-05-05	141	84	140	87	Middlesex	132967	3729	157	4
2021-05-05	141	84	140	87	Suffolk	91321	1820	105	0
2021-05-05	141	84	140	87	Norfolk	54015	1776	68	0
2021-05-06	110	96	126	83	Middlesex	133161	3729	194	0
2021-05-06	110	96	126	83	Norfolk	54079	1777	64	1
2021-05-06	110	96	126	83	Suffolk	91439	1820	118	0
2021-05-07	69	69	112	82	Middlesex	133329	3731	168	2
2021-05-07	69	69	112	82	Norfolk	54148	1777	69	0
2021-05-07	69	69	112	82	Suffolk	91545	1820	106	0
2021-05-08	45	75	99	79	Norfolk	54214	1778	66	1
2021-05-08	45	75	99	79	Suffolk	91650	1822	105	2
2021-05-08	45	75	99	79	Middlesex	133465	3732	136	1
2021-05-09	55	87	81	81	Norfolk	54266	1778	52	0
2021-05-09	55	87	81	81	Suffolk	91727	1822	77	0
2021-05-09	55	87	81	81	Middlesex	133571	3732	106	0
2021-05-10	86	66	80	80	Suffolk	91767	1823	40	1
2021-05-10	86	66	80	80	Norfolk	54288	1778	22	0
2021-05-10	86	66	80	80	Middlesex	133645	3736	74	4
2021-05-11	40	23	71	66	Suffolk	91792	1823	25	0
2021-05-11	40	23	71	66	Norfolk	54298	1778	10	0
2021-05-11	40	23	71	66	Middlesex	133668	3736	23	0
2021-05-12	36	60	58	63	Norfolk	54368	1778	70	0
2021-05-12	36	60	58	63	Suffolk	91910	1826	118	3
2021-05-12	36	60	58	63	Middlesex	133808	3736	140	0
2021-05-13	78	62	56	59	Norfolk	54411	1779	43	1
2021-05-13	78	62	56	59	Suffolk	91997	1827	87	1
2021-05-13	78	62	56	59	Middlesex	133890	3737	82	1
2021-05-14	72	56	56	57	Suffolk	92035	1829	38	2
2021-05-14	72	56	56	57	Norfolk	54431	1780	20	1
2021-05-14	72	56	56	57	Middlesex	133940	3739	50	2
2021-05-15	70	49	60	54	Suffolk	92137	1830	102	1
2021-05-15	70	49	60	54	Norfolk	54474	1780	43	0
2021-05-15	70	49	60	54	Middlesex	134047	3739	107	0
2021-05-16	82	36	63	48	Norfolk	54510	1780	36	0
2021-05-16	82	36	63	48	Suffolk	92192	1831	55	1
2021-05-16	82	36	63	48	Middlesex	134134	3739	87	0
2021-05-17	73	44	62	45	Norfolk	54531	1780	21	0
2021-05-17	73	44	62	45	Suffolk	92228	1834	36	3
2021-05-17	73	44	62	45	Middlesex	134167	3744	33	5
2021-05-18	102	29	71	46	Suffolk	92264	1834	36	0
2021-05-18	102	29	71	46	Norfolk	54552	1780	21	0
2021-05-18	102	29	71	46	Middlesex	134220	3746	53	2
2021-05-19	67	31	77	42	Middlesex	134286	3749	66	3
2021-05-19	67	31	77	42	Norfolk	54579	1781	27	1
2021-05-19	67	31	77	42	Suffolk	92313	1834	49	0
2021-05-20	60	57	74	42	Middlesex	134362	3749	76	0
2021-05-20	60	57	74	42	Suffolk	92378	1833	65	-1
2021-05-20	60	57	74	42	Norfolk	54615	1782	36	1
2021-05-21	56	48	72	41	Norfolk	54644	1783	29	1
2021-05-21	56	48	72	41	Middlesex	134439	3751	77	2
2021-05-21	56	48	72	41	Suffolk	92436	1833	58	0
2021-05-22	38	43	66	40	Middlesex	134526	3751	87	0
2021-05-22	38	43	66	40	Suffolk	92499	1833	63	0
2021-05-22	38	43	66	40	Norfolk	54677	1783	33	0
2021-05-23	42	18	60	36	Norfolk	54691	1783	14	0
2021-05-23	42	18	60	36	Middlesex	134583	3751	57	0
2021-05-23	42	18	60	36	Suffolk	92529	1833	30	0
2021-05-24	61	40	58	36	Norfolk	54694	1783	3	0
2021-05-24	61	40	58	36	Suffolk	92556	1834	27	1
2021-05-24	61	40	58	36	Middlesex	134619	3751	36	0
2021-05-25	56	30	53	36	Suffolk	92571	1834	15	0
2021-05-25	56	30	53	36	Norfolk	54712	1785	18	2
2021-05-25	56	30	53	36	Middlesex	134657	3752	38	1
2021-05-26	35	20	49	34	Middlesex	134729	3753	72	1
2021-05-26	35	20	49	34	Suffolk	92625	1835	54	1
2021-05-26	35	20	49	34	Norfolk	54737	1785	25	0
2021-05-27	41	21	46	29	Norfolk	54758	1786	21	1
2021-05-27	41	21	46	29	Middlesex	134758	3754	29	1
2021-05-27	41	21	46	29	Suffolk	92659	1835	34	0
2021-05-28	34	26	43	27	Norfolk	54782	1787	24	1
2021-05-28	34	26	43	27	Suffolk	92705	1836	46	1
2021-05-28	34	26	43	27	Middlesex	134817	3755	59	1
2021-05-29	30	12	42	22	Suffolk	92735	1838	30	2
2021-05-29	30	12	42	22	Norfolk	54792	1789	10	2
2021-05-29	30	12	42	22	Middlesex	134846	3757	29	2
2021-05-30	28	21	39	23	Middlesex	134871	3757	25	0
2021-05-30	28	21	39	23	Suffolk	92743	1838	8	0
2021-05-30	28	21	39	23	Norfolk	54803	1789	11	0
2021-05-31	32	15	36	20	Norfolk	54803	1789	0	0
2021-05-31	32	15	36	20	Middlesex	134871	3757	0	0
2021-05-31	32	15	36	20	Suffolk	92743	1838	0	0
2021-06-01	36	30	34	20	Norfolk	54821	1789	18	0
2021-06-01	36	30	34	20	Suffolk	92763	1838	20	0
2021-06-01	36	30	34	20	Middlesex	134915	3759	44	2
2021-06-02	24	28	32	21	Suffolk	92769	1838	6	0
2021-06-02	24	28	32	21	Norfolk	54825	1789	4	0
2021-06-02	24	28	32	21	Middlesex	134928	3759	13	0
2021-06-03	25	24	30	21	Middlesex	134980	3761	52	2
2021-06-03	25	24	30	21	Suffolk	92800	1838	31	0
2021-06-03	25	24	30	21	Norfolk	54849	1790	24	1
2021-06-04	36	20	30	20	Norfolk	54860	1792	11	2
2021-06-04	36	20	30	20	Middlesex	135007	3762	27	1
2021-06-04	36	20	30	20	Suffolk	92831	1841	31	3
2021-06-05	NA	38	30	24	Norfolk	54877	1792	17	0
2021-06-05	NA	38	30	24	Suffolk	92866	1842	35	1
2021-06-05	NA	38	30	24	Middlesex	135049	3764	42	2
2021-06-06	19	24	28	25	Suffolk	92894	1842	28	0
2021-06-06	19	24	28	25	Norfolk	54891	1793	14	1
2021-06-06	19	24	28	25	Middlesex	135066	3766	17	2
2021-06-07	27	29	27	27	Middlesex	135081	3767	15	1
2021-06-07	27	29	27	27	Suffolk	92917	1842	23	0
2021-06-07	27	29	27	27	Norfolk	54902	1795	11	2
2021-06-08	17	15	24	24	Norfolk	54914	1795	12	0
2021-06-08	17	15	24	24	Middlesex	135107	3768	26	1
2021-06-08	17	15	24	24	Suffolk	92925	1842	8	0
2021-06-09	26	14	24	22	Norfolk	54919	1795	5	0
2021-06-09	26	14	24	22	Suffolk	92948	1842	23	0
2021-06-09	26	14	24	22	Middlesex	135121	3769	14	1
2021-06-10	23	33	24	23	Suffolk	92958	1844	10	2
2021-06-10	23	33	24	23	Norfolk	54922	1795	3	0
2021-06-10	23	33	24	23	Middlesex	135136	3770	15	1
2021-06-11	44	40	25	25	Middlesex	135151	3770	15	0
2021-06-11	44	40	25	25	Suffolk	92983	1844	25	0
2021-06-11	44	40	25	25	Norfolk	54929	1795	7	0
2021-06-12	20	32	24	25	Norfolk	54935	1796	6	1
2021-06-12	20	32	24	25	Middlesex	135172	3770	21	0
2021-06-12	20	32	24	25	Suffolk	92989	1845	6	1
2021-06-13	19	20	24	24	Norfolk	54937	1796	2	0
2021-06-13	19	20	24	24	Suffolk	92991	1845	2	0
2021-06-13	19	20	24	24	Middlesex	135182	3770	10	0
2021-06-14	15	11	22	21	Suffolk	93002	1845	11	0
2021-06-14	15	11	22	21	Norfolk	54942	1797	5	1
2021-06-14	15	11	22	21	Middlesex	135191	3770	9	0
2021-06-15	7	9	19	20	Middlesex	135202	3770	11	0
2021-06-15	7	9	19	20	Suffolk	93011	1845	9	0
2021-06-15	7	9	19	20	Norfolk	54945	1797	3	0
2021-06-16	6	13	16	19	Middlesex	135218	3770	16	0
2021-06-16	6	13	16	19	Norfolk	54952	1797	7	0
2021-06-16	6	13	16	19	Suffolk	93019	1845	8	0
2021-06-17	19	16	15	18	Middlesex	135224	3770	6	0
2021-06-17	19	16	15	18	Norfolk	54955	1797	3	0
2021-06-17	19	16	15	18	Suffolk	93028	1845	9	0
2021-06-18	7	16	12	15	Norfolk	54964	1799	9	2
2021-06-18	7	16	12	15	Suffolk	93039	1845	11	0
2021-06-18	7	16	12	15	Middlesex	135248	3771	24	1
2021-06-19	6	11	10	13	Suffolk	93051	1846	12	1
2021-06-19	6	11	10	13	Norfolk	54975	1798	11	-1
2021-06-19	6	11	10	13	Middlesex	135267	3772	19	1
2021-06-20	88	15	13	13	Norfolk	54982	1800	7	2
2021-06-20	88	15	13	13	Suffolk	93057	1847	6	1
2021-06-20	88	15	13	13	Middlesex	135278	3772	11	0
2021-06-21	23	19	13	14	Suffolk	93060	1847	3	0
2021-06-21	23	19	13	14	Norfolk	54984	1800	2	0
2021-06-21	23	19	13	14	Middlesex	135286	3774	8	2
2021-06-22	13	17	15	15	Norfolk	54984	1801	0	1
2021-06-22	13	17	15	15	Suffolk	93068	1847	8	0
2021-06-22	13	17	15	15	Middlesex	135294	3774	8	0
2021-06-23	11	18	16	16	Suffolk	93078	1847	10	0
2021-06-23	11	18	16	16	Norfolk	54990	1801	6	0
2021-06-23	11	18	16	16	Middlesex	135312	3776	18	2
2021-06-24	NA	33	12	17	Norfolk	54993	1802	3	1
2021-06-24	NA	33	12	17	Suffolk	93091	1847	13	0
2021-06-24	NA	33	12	17	Middlesex	135332	3776	20	0
2021-06-25	5	31	11	19	Suffolk	93102	1847	11	0
2021-06-25	5	31	11	19	Norfolk	55004	1802	11	0
2021-06-25	5	31	11	19	Middlesex	135349	3777	17	1
2021-06-26	18	14	13	20	Norfolk	55006	1802	2	0
2021-06-26	18	14	13	20	Suffolk	93114	1847	12	0
2021-06-26	18	14	13	20	Middlesex	135362	3777	13	0
2021-06-27	7	13	9	20	Suffolk	93119	1847	5	0
2021-06-27	7	13	9	20	Norfolk	55018	1803	12	1
2021-06-27	7	13	9	20	Middlesex	135342	3777	-20	0
2021-06-28	17	52	9	23	Norfolk	55023	1803	5	0
2021-06-28	17	52	9	23	Middlesex	135353	3778	11	1
2021-06-28	17	52	9	23	Suffolk	93128	1848	9	1
2021-06-29	87	56	11	27	Middlesex	135369	3778	16	0
2021-06-29	87	56	11	27	Norfolk	55027	1804	4	1
2021-06-29	87	56	11	27	Suffolk	93134	1848	6	0
2021-06-30	106	23	16	28	Middlesex	135387	3778	18	0
2021-06-30	106	23	16	28	Suffolk	93146	1848	12	0
2021-06-30	106	23	16	28	Norfolk	55031	1804	4	0
2021-07-01	4	19	17	26	Middlesex	135401	3780	14	2
2021-07-01	4	19	17	26	Suffolk	93159	1849	13	1
2021-07-01	4	19	17	26	Norfolk	55033	1804	2	0
2021-07-02	27	40	21	27	Middlesex	135427	3781	26	1
2021-07-02	27	40	21	27	Norfolk	55037	1804	4	0
2021-07-02	27	40	21	27	Suffolk	93172	1849	13	0
2021-07-03	28	45	23	31	Middlesex	135427	3781	0	0
2021-07-03	28	45	23	31	Norfolk	55037	1804	0	0
2021-07-03	28	45	23	31	Suffolk	93172	1849	0	0
