Date	South	North	South.7	North.7	County	Cases	Deaths	Cases.New	Deaths.New
2020-09-10	38	59	55	69	Middlesex	25931	2094	84	5
2020-09-11	52	46	55	52	Norfolk	9780	1029	35	0
2020-09-11	52	46	55	52	Suffolk	23028	1114	108	1
2020-09-11	52	46	55	52	Middlesex	26021	2096	90	2
2020-09-12	19	51	44	52	Norfolk	9809	1030	29	1
2020-09-12	19	51	44	52	Suffolk	23130	1116	102	2
2020-09-12	19	51	44	52	Middlesex	26138	2102	117	6
2020-09-13	25	44	40	51	Suffolk	23194	1116	64	0
2020-09-13	25	44	40	51	Norfolk	9832	1033	23	3
2020-09-13	25	44	40	51	Middlesex	26182	2105	44	3
2020-09-14	27	49	35	49	Suffolk	23236	1119	42	3
2020-09-14	27	49	35	49	Norfolk	9845	1034	13	1
2020-09-14	27	49	35	49	Middlesex	26246	2107	64	2
2020-09-15	70	45	38	48	Norfolk	9864	1034	19	0
2020-09-15	70	45	38	48	Suffolk	23306	1120	70	1
2020-09-15	70	45	38	48	Middlesex	26304	2109	58	2
2020-09-16	68	48	38	49	Norfolk	9889	1038	25	4
2020-09-16	68	48	38	49	Suffolk	23371	1122	65	2
2020-09-16	68	48	38	49	Middlesex	26383	2115	79	6
2020-09-17	36	54	38	48	Suffolk	23464	1122	93	0
2020-09-17	36	54	38	48	Norfolk	9932	1042	43	4
2020-09-17	36	54	38	48	Middlesex	26469	2115	86	0
2020-09-18	45	75	37	51	Middlesex	26545	2116	76	1
2020-09-18	45	75	37	51	Norfolk	9980	1044	48	2
2020-09-18	45	75	37	51	Suffolk	23552	1124	88	2
2020-09-19	53	31	43	48	Middlesex	26644	2120	99	4
2020-09-19	53	31	43	48	Suffolk	23674	1128	122	4
2020-09-19	53	31	43	48	Norfolk	10015	1046	35	2
2020-09-20	85	32	51	46	Norfolk	10044	1047	29	1
2020-09-20	85	32	51	46	Middlesex	26732	2122	88	2
2020-09-20	85	32	51	46	Suffolk	23741	1131	67	3
2020-09-21	61	24	58	41	Middlesex	26784	2123	52	1
2020-09-21	61	24	58	41	Suffolk	23798	1131	57	0
2020-09-21	61	24	58	41	Norfolk	10065	1048	21	1
2020-09-22	41	44	53	41	Norfolk	10080	1048	15	0
2020-09-22	41	44	53	41	Middlesex	26820	2127	36	4
2020-09-22	41	44	53	41	Suffolk	23822	1131	24	0
2020-09-23	46	41	51	40	Norfolk	10107	1050	27	2
2020-09-23	46	41	51	40	Suffolk	23891	1131	69	0
2020-09-23	46	41	51	40	Middlesex	26943	2133	123	6
2020-09-24	46	31	52	37	Suffolk	23988	1132	97	1
2020-09-24	46	31	52	37	Norfolk	10142	1051	35	1
2020-09-24	46	31	52	37	Middlesex	27014	2138	71	5
2020-09-25	60	34	55	33	Middlesex	27103	2139	89	1
2020-09-25	60	34	55	33	Suffolk	24089	1133	101	1
2020-09-25	60	34	55	33	Norfolk	10170	1054	28	3
2020-09-26	NA	NA	55	34	Norfolk	10212	1058	42	4
2020-09-26	NA	NA	55	34	Middlesex	27201	2143	98	4
2020-09-26	NA	NA	55	34	Suffolk	24177	1134	88	1
2020-09-27	NA	NA	50	34	Norfolk	10247	1058	35	0
2020-09-27	NA	NA	50	34	Suffolk	24281	1135	104	1
2020-09-27	NA	NA	50	34	Middlesex	27340	2146	139	3
2020-09-28	46	43	47	38	Suffolk	24360	1135	79	0
2020-09-28	46	43	47	38	Norfolk	10271	1059	24	1
2020-09-28	46	43	47	38	Middlesex	27392	2149	52	3
2020-09-29	NA	NA	49	37	Middlesex	27507	2149	115	0
2020-09-29	NA	NA	49	37	Suffolk	24426	1135	66	0
2020-09-29	NA	NA	49	37	Norfolk	10308	1061	37	2
2020-09-30	58	21	52	31	Norfolk	10338	1066	30	5
2020-09-30	58	21	52	31	Middlesex	27624	2154	117	5
2020-09-30	58	21	52	31	Suffolk	24479	1137	53	2
2020-10-01	NA	NA	54	31	Norfolk	10384	1068	46	2
2020-10-01	NA	NA	54	31	Suffolk	24622	1142	143	5
2020-10-01	NA	NA	54	31	Middlesex	27779	2156	155	2
2020-10-02	68	34	57	31	Suffolk	24764	1142	142	0
2020-10-02	68	34	57	31	Norfolk	10430	1068	46	0
2020-10-02	68	34	57	31	Middlesex	27961	2160	182	4
2020-10-03	NA	NA	57	31	Middlesex	28101	2166	140	6
2020-10-03	NA	NA	57	31	Suffolk	24871	1142	107	0
2020-10-03	NA	NA	57	31	Norfolk	10481	1071	51	3
2020-10-04	NA	NA	57	31	Norfolk	10533	1071	52	0
2020-10-04	NA	NA	57	31	Middlesex	28243	2166	142	0
2020-10-04	NA	NA	57	31	Suffolk	24987	1142	116	0
2020-10-05	63	38	63	30	Norfolk	10558	1073	25	2
2020-10-05	63	38	63	30	Suffolk	25052	1142	65	0
2020-10-05	63	38	63	30	Middlesex	28308	2172	65	6
2020-10-06	NA	NA	63	30	Suffolk	25117	1142	65	0
2020-10-06	NA	NA	63	30	Norfolk	10608	1074	50	1
2020-10-06	NA	NA	63	30	Middlesex	28392	2172	84	0
2020-10-07	59	70	63	45	Middlesex	28533	2175	141	3
2020-10-07	59	70	63	45	Suffolk	25200	1143	83	1
2020-10-07	59	70	63	45	Norfolk	10632	1077	24	3
2020-10-08	NA	NA	63	45	Norfolk	10666	1077	34	0
2020-10-08	NA	NA	63	45	Middlesex	28638	2178	105	3
2020-10-08	NA	NA	63	45	Suffolk	25273	1143	73	0
2020-10-09	66	56	63	53	Norfolk	10739	1078	73	1
2020-10-09	66	56	63	53	Suffolk	25382	1144	109	1
2020-10-09	66	56	63	53	Middlesex	28796	2182	158	4
2020-10-10	NA	NA	63	53	Suffolk	25497	1145	115	1
2020-10-10	NA	NA	63	53	Norfolk	10792	1080	53	2
2020-10-10	NA	NA	63	53	Middlesex	28917	2186	121	4
2020-10-11	NA	NA	63	53	Middlesex	29055	2190	138	4
2020-10-11	NA	NA	63	53	Suffolk	25562	1147	65	2
2020-10-11	NA	NA	63	53	Norfolk	10824	1082	32	2
2020-10-12	63	52	63	59	Norfolk	10880	1083	56	1
2020-10-12	63	52	63	59	Middlesex	29225	2192	170	2
2020-10-12	63	52	63	59	Suffolk	25702	1147	140	0
2020-10-13	NA	NA	63	59	Norfolk	10942	1084	62	1
2020-10-13	NA	NA	63	59	Suffolk	25824	1148	122	1
2020-10-13	NA	NA	63	59	Middlesex	29358	2196	133	4
2020-10-14	103	71	76	59	Suffolk	25896	1150	72	2
2020-10-14	103	71	76	59	Norfolk	10975	1086	33	2
2020-10-14	103	71	76	59	Middlesex	29460	2200	102	4
2020-10-15	NA	NA	76	59	Middlesex	29587	2205	127	5
2020-10-15	NA	NA	76	59	Suffolk	26012	1153	116	3
2020-10-15	NA	NA	76	59	Norfolk	11008	1086	33	0
2020-10-16	105	101	88	72	Middlesex	29728	2214	141	9
2020-10-16	105	101	88	72	Norfolk	11050	1087	42	1
2020-10-16	105	101	88	72	Suffolk	26160	1155	148	2
2020-10-17	NA	NA	88	72	Middlesex	29845	2219	117	5
2020-10-17	NA	NA	88	72	Norfolk	11085	1090	35	3
2020-10-17	NA	NA	88	72	Suffolk	26250	1156	90	1
2020-10-18	121	263	95	99	Norfolk	11128	1091	43	1
2020-10-18	121	263	95	99	Suffolk	26383	1156	133	0
2020-10-18	121	263	95	99	Middlesex	29986	2223	141	4
2020-10-19	259	116	136	122	Suffolk	26546	1160	163	4
2020-10-19	259	116	136	122	Norfolk	11176	1093	48	2
2020-10-19	259	116	136	122	Middlesex	30182	2226	196	3
2020-10-20	175	130	143	123	Norfolk	11238	1093	62	0
2020-10-20	175	130	143	123	Suffolk	26663	1161	117	1
2020-10-20	175	130	143	123	Middlesex	30367	2226	185	0
2020-10-21	271	95	173	131	Suffolk	26787	1163	124	2
2020-10-21	271	95	173	131	Norfolk	11274	1094	36	1
2020-10-21	271	95	173	131	Middlesex	30502	2232	135	6
2020-10-22	214	131	179	131	Norfolk	11336	1097	62	3
2020-10-22	214	131	179	131	Suffolk	26954	1166	167	3
2020-10-22	214	131	179	131	Middlesex	30656	2240	154	8
2020-10-23	120	103	183	131	Suffolk	27180	1168	226	2
2020-10-23	120	103	183	131	Norfolk	11397	1099	61	2
2020-10-23	120	103	183	131	Middlesex	30831	2243	175	3
2020-10-24	118	132	172	132	Norfolk	11469	1101	72	2
2020-10-24	118	132	172	132	Suffolk	27346	1168	166	0
2020-10-24	118	132	172	132	Middlesex	31032	2245	201	2
2020-10-25	179	126	182	118	Suffolk	27571	1169	225	1
2020-10-25	179	126	182	118	Norfolk	11530	1104	61	3
2020-10-25	179	126	182	118	Middlesex	31257	2252	225	7
2020-10-26	120	120	163	119	Norfolk	11591	1105	61	1
2020-10-26	120	120	163	119	Suffolk	27823	1171	252	2
2020-10-26	120	120	163	119	Middlesex	31401	2256	144	4
2020-10-27	173	129	163	119	Suffolk	27992	1171	169	0
2020-10-27	173	129	163	119	Norfolk	11676	1106	85	1
2020-10-27	173	129	163	119	Middlesex	31594	2257	193	1
2020-10-28	156	190	150	131	Norfolk	11733	1108	57	2
2020-10-28	156	190	150	131	Middlesex	31808	2265	214	8
2020-10-28	156	190	150	131	Suffolk	28152	1173	160	2
2020-10-29	92	97	133	126	Middlesex	32015	2272	207	7
2020-10-29	92	97	133	126	Norfolk	11814	1110	81	2
2020-10-29	92	97	133	126	Suffolk	28400	1177	248	4
2020-10-30	134	201	135	138	Middlesex	32295	2279	280	7
2020-10-30	134	201	135	138	Suffolk	28660	1180	260	3
2020-10-30	134	201	135	138	Norfolk	11891	1111	77	1
2020-10-31	68	148	125	140	Middlesex	32557	2281	262	2
2020-10-31	68	148	125	140	Suffolk	28851	1181	191	1
2020-10-31	68	148	125	140	Norfolk	11991	1111	100	0
2020-11-01	145	139	122	142	Middlesex	32781	2288	224	7
2020-11-01	145	139	122	142	Norfolk	12089	1112	98	1
2020-11-01	145	139	122	142	Suffolk	29031	1183	180	2
2020-11-02	181	186	129	151	Middlesex	32907	2288	126	0
2020-11-02	181	186	129	151	Norfolk	12138	1114	49	2
2020-11-02	181	186	129	151	Suffolk	29166	1184	135	1
2020-11-03	256	317	136	172	Norfolk	12222	1114	84	0
2020-11-03	256	317	136	172	Suffolk	29269	1184	103	0
2020-11-03	256	317	136	172	Middlesex	33119	2290	212	2
2020-11-04	177	183	139	171	Suffolk	29474	1187	205	3
2020-11-04	177	183	139	171	Middlesex	33452	2297	333	7
2020-11-04	177	183	139	171	Norfolk	12291	1116	69	2
2020-11-05	269	354	162	206	Middlesex	33774	2305	322	8
2020-11-05	269	354	162	206	Norfolk	12394	1118	103	2
2020-11-05	269	354	162	206	Suffolk	29726	1189	252	2
2020-11-06	206	207	172	207	Middlesex	34142	2310	368	5
2020-11-06	206	207	172	207	Norfolk	12538	1121	144	3
2020-11-06	206	207	172	207	Suffolk	30062	1191	336	2
2020-11-07	240	221	206	219	Norfolk	12697	1125	159	4
2020-11-07	240	221	206	219	Suffolk	30359	1193	297	2
2020-11-07	240	221	206	219	Middlesex	34586	2314	444	4
2020-11-08	270	322	225	247	Suffolk	30677	1198	318	5
2020-11-08	270	322	225	247	Middlesex	34979	2319	393	5
2020-11-08	270	322	225	247	Norfolk	12795	1127	98	2
2020-11-09	273	226	239	254	Suffolk	30857	1201	180	3
2020-11-09	273	226	239	254	Norfolk	12885	1127	90	0
2020-11-09	273	226	239	254	Middlesex	35177	2322	198	3
2020-11-10	291	339	243	257	Suffolk	31158	1201	301	0
2020-11-10	291	339	243	257	Middlesex	35516	2325	339	3
2020-11-10	291	339	243	257	Norfolk	13055	1130	170	3
2020-11-11	244	396	255	287	Suffolk	31454	1201	296	0
2020-11-11	244	396	255	287	Norfolk	13199	1136	144	6
2020-11-11	244	396	255	287	Middlesex	36023	2333	507	8
2020-11-12	341	318	263	282	Norfolk	13351	1137	152	1
2020-11-12	341	318	263	282	Middlesex	36551	2341	528	8
2020-11-12	341	318	263	282	Suffolk	31791	1203	337	2
2020-11-13	255	301	272	298	Suffolk	32188	1204	397	1
2020-11-13	255	301	272	298	Norfolk	13523	1139	172	2
2020-11-13	255	301	272	298	Middlesex	37113	2347	562	6
2020-11-14	359	313	288	313	Norfolk	13668	1147	145	8
2020-11-14	359	313	288	313	Middlesex	37652	2351	539	4
2020-11-14	359	313	288	313	Suffolk	32561	1205	373	1
2020-11-15	382	286	302	307	Suffolk	32792	1208	231	3
2020-11-15	382	286	302	307	Norfolk	13802	1149	134	2
2020-11-15	382	286	302	307	Middlesex	38246	2355	594	4
2020-11-16	300	311	307	322	Norfolk	13917	1149	115	0
2020-11-16	300	311	307	322	Middlesex	38643	2356	397	1
2020-11-16	300	311	307	322	Suffolk	33106	1209	314	1
2020-11-17	428	412	324	331	Suffolk	33366	1210	260	1
2020-11-17	428	412	324	331	Norfolk	14064	1151	147	2
2020-11-17	428	412	324	331	Middlesex	39117	2360	474	4
2020-11-18	380	353	345	325	Middlesex	39666	2366	549	6
2020-11-18	380	353	345	325	Suffolk	33695	1215	329	5
2020-11-18	380	353	345	325	Norfolk	14223	1153	159	2
2020-11-19	211	384	322	334	Middlesex	40230	2367	564	1
2020-11-19	211	384	322	334	Norfolk	14380	1155	157	2
2020-11-19	211	384	322	334	Suffolk	33994	1218	299	3
2020-11-20	305	371	330	344	Norfolk	14569	1155	189	0
2020-11-20	305	371	330	344	Middlesex	40680	2374	450	7
2020-11-20	305	371	330	344	Suffolk	34270	1224	276	6
2020-11-21	270	385	317	355	Suffolk	34584	1224	314	0
2020-11-21	270	385	317	355	Norfolk	14766	1157	197	2
2020-11-21	270	385	317	355	Middlesex	41384	2379	704	5
2020-11-22	411	435	320	377	Middlesex	42019	2385	635	6
2020-11-22	411	435	320	377	Suffolk	34870	1225	286	1
2020-11-22	411	435	320	377	Norfolk	14911	1160	145	3
2020-11-23	553	267	350	369	Middlesex	42437	2391	418	6
2020-11-23	553	267	350	369	Suffolk	35124	1227	254	2
2020-11-23	553	267	350	369	Norfolk	15006	1164	95	4
2020-11-24	526	518	360	381	Middlesex	42863	2394	426	3
2020-11-24	526	518	360	381	Suffolk	35362	1228	238	1
2020-11-24	526	518	360	381	Norfolk	15194	1165	188	1
2020-11-25	497	459	374	395	Middlesex	43538	2401	675	7
2020-11-25	497	459	374	395	Norfolk	15391	1170	197	5
2020-11-25	497	459	374	395	Suffolk	35687	1231	325	3
2020-11-26	1052	495	471	410	Middlesex	43538	2401	0	0
2020-11-26	1052	495	471	410	Norfolk	15391	1170	0	0
2020-11-26	1052	495	471	410	Suffolk	35687	1231	0	0
2020-11-27	568	561	515	435	Norfolk	15693	1172	302	2
2020-11-27	568	561	515	435	Middlesex	44577	2406	1039	5
2020-11-27	568	561	515	435	Suffolk	36276	1234	589	3
2020-11-28	748	546	595	457	Suffolk	36516	1239	240	5
2020-11-28	748	546	595	457	Norfolk	15833	1176	140	4
2020-11-28	748	546	595	457	Middlesex	45363	2409	786	3
2020-11-29	646	520	635	469	Norfolk	16047	1178	214	2
2020-11-29	646	520	635	469	Middlesex	45972	2418	609	9
2020-11-29	646	520	635	469	Suffolk	36836	1246	320	7
2020-11-30	771	675	666	536	Suffolk	36959	1248	123	2
2020-11-30	771	675	666	536	Norfolk	16120	1182	73	4
2020-11-30	771	675	666	536	Middlesex	46230	2425	258	7
2020-12-01	537	862	668	576	Norfolk	16359	1184	239	2
2020-12-01	537	862	668	576	Middlesex	46743	2430	513	5
2020-12-01	537	862	668	576	Suffolk	37318	1250	359	2
2020-12-02	431	857	655	630	Suffolk	37821	1256	503	6
2020-12-02	431	857	655	630	Norfolk	16695	1187	336	3
2020-12-02	431	857	655	630	Middlesex	47671	2435	928	5
2020-12-03	824	888	632	685	Norfolk	17069	1191	374	4
2020-12-03	824	888	632	685	Middlesex	48896	2443	1225	8
2020-12-03	824	888	632	685	Suffolk	38648	1261	827	5
2020-12-04	1578	1384	732	779	Suffolk	39360	1266	712	5
2020-12-04	1578	1384	732	779	Norfolk	17480	1192	411	1
2020-12-04	1578	1384	732	779	Middlesex	50108	2450	1212	7
2020-12-05	647	956	716	844	Norfolk	17817	1193	337	1
2020-12-05	647	956	716	844	Middlesex	51310	2455	1202	5
2020-12-05	647	956	716	844	Suffolk	40045	1273	685	7
2020-12-06	1042	1035	767	931	Suffolk	40646	1275	601	2
2020-12-06	1042	1035	767	931	Norfolk	18180	1196	363	3
2020-12-06	1042	1035	767	931	Middlesex	52345	2468	1035	13
2020-12-07	1135	1219	811	1013	Suffolk	40982	1276	336	1
2020-12-07	1135	1219	811	1013	Middlesex	52839	2479	494	11
2020-12-07	1135	1219	811	1013	Norfolk	18383	1196	203	0
2020-12-08	827	725	862	988	Middlesex	53518	2483	679	4
2020-12-08	827	725	862	988	Norfolk	18740	1197	357	1
2020-12-08	827	725	862	988	Suffolk	41487	1278	505	2
2020-12-09	784	629	939	945	Middlesex	54680	2503	1162	20
2020-12-09	784	629	939	945	Suffolk	42036	1288	549	10
2020-12-09	784	629	939	945	Norfolk	19114	1200	374	3
2020-12-10	954	812	959	933	Middlesex	55765	2507	1085	4
2020-12-10	954	812	959	933	Suffolk	42667	1291	631	3
2020-12-10	954	812	959	933	Norfolk	19500	1204	386	4
2020-12-11	882	1146	883	909	Middlesex	56850	2514	1085	7
2020-12-11	882	1146	883	909	Norfolk	19866	1208	366	4
2020-12-11	882	1146	883	909	Suffolk	43396	1294	729	3
2020-12-12	764	1023	904	918	Middlesex	57947	2522	1097	8
2020-12-12	764	1023	904	918	Norfolk	20206	1212	340	4
2020-12-12	764	1023	904	918	Suffolk	43986	1296	590	2
2020-12-13	1013	1356	900	954	Norfolk	20587	1214	381	2
2020-12-13	1013	1356	900	954	Suffolk	44631	1298	645	2
2020-12-13	1013	1356	900	954	Middlesex	59078	2529	1131	7
2020-12-14	1272	1195	915	951	Suffolk	45188	1298	557	0
2020-12-14	1272	1195	915	951	Middlesex	59835	2538	757	9
2020-12-14	1272	1195	915	951	Norfolk	20909	1218	322	4
2020-12-15	790	202	909	792	Middlesex	60621	2540	786	2
2020-12-15	790	202	909	792	Norfolk	21280	1224	371	6
2020-12-15	790	202	909	792	Suffolk	45642	1306	454	8
2020-12-16	922	877	930	831	Middlesex	61640	2551	1019	11
2020-12-16	922	877	930	831	Norfolk	21684	1230	404	6
2020-12-16	922	877	930	831	Suffolk	46365	1309	723	3
2020-12-17	1143	1111	955	869	Norfolk	22015	1233	331	3
2020-12-17	1143	1111	955	869	Suffolk	47013	1310	648	1
2020-12-17	1143	1111	955	869	Middlesex	62721	2563	1081	12
2020-12-18	793	1048	940	858	Suffolk	47701	1310	688	0
2020-12-18	793	1048	940	858	Middlesex	63998	2573	1277	10
2020-12-18	793	1048	940	858	Norfolk	22536	1237	521	4
2020-12-19	674	1176	924	875	Suffolk	48181	1312	480	2
2020-12-19	674	1176	924	875	Norfolk	22910	1243	374	6
2020-12-19	674	1176	924	875	Middlesex	64782	2582	784	9
2020-12-20	950	897	915	825	Suffolk	48654	1315	473	3
2020-12-20	950	897	915	825	Middlesex	65653	2597	871	15
2020-12-20	950	897	915	825	Norfolk	23219	1247	309	4
2020-12-21	923	775	874	775	Suffolk	49082	1320	428	5
2020-12-21	923	775	874	775	Norfolk	23496	1249	277	2
2020-12-21	923	775	874	775	Middlesex	66506	2602	853	5
2020-12-22	999	995	904	974	Norfolk	23862	1253	366	4
2020-12-22	999	995	904	974	Middlesex	67233	2611	727	9
2020-12-22	999	995	904	974	Suffolk	49518	1325	436	5
2020-12-23	1058	841	922	968	Suffolk	50032	1332	514	7
2020-12-23	1058	841	922	968	Norfolk	24200	1255	338	2
2020-12-23	1058	841	922	968	Middlesex	68154	2626	921	15
2020-12-24	844	985	883	952	Norfolk	24655	1262	455	7
2020-12-24	844	985	883	952	Middlesex	69259	2644	1105	18
2020-12-24	844	985	883	952	Suffolk	50653	1341	621	9
2020-12-25	851	907	892	932	Suffolk	50653	1341	0	0
2020-12-25	851	907	892	932	Norfolk	24655	1262	0	0
2020-12-25	851	907	892	932	Middlesex	69259	2644	0	0
2020-12-26	531	551	862	836	Norfolk	25321	1266	666	4
2020-12-26	531	551	862	836	Middlesex	70748	2658	1489	14
2020-12-26	531	551	862	836	Suffolk	51663	1343	1010	2
2020-12-27	309	1208	734	873	Suffolk	52079	1352	416	9
2020-12-27	309	1208	734	873	Norfolk	25608	1274	287	8
2020-12-27	309	1208	734	873	Middlesex	71348	2672	600	14
2020-12-28	813	1448	721	954	Middlesex	72124	2680	776	8
2020-12-28	813	1448	721	954	Suffolk	52598	1357	519	5
2020-12-28	813	1448	721	954	Norfolk	25966	1278	358	4
2020-12-29	1014	774	722	921	Middlesex	72973	2694	849	14
2020-12-29	1014	774	722	921	Norfolk	26295	1287	329	9
2020-12-29	1014	774	722	921	Suffolk	53046	1361	448	4
2020-12-30	922	1451	708	995	Norfolk	26754	1295	459	8
2020-12-30	922	1451	708	995	Middlesex	74298	2718	1325	24
2020-12-30	922	1451	708	995	Suffolk	53695	1369	649	8
2020-12-31	831	792	707	965	Suffolk	54556	1374	861	5
2020-12-31	831	792	707	965	Norfolk	27296	1302	542	7
2020-12-31	831	792	707	965	Middlesex	75615	2729	1317	11
2021-01-01	733	473	692	879	Middlesex	75615	2729	0	0
2021-01-01	733	473	692	879	Suffolk	54556	1374	0	0
2021-01-01	733	473	692	879	Norfolk	27296	1302	0	0
2021-01-02	820	367	736	829	Middlesex	77222	2740	1607	11
2021-01-02	820	367	736	829	Suffolk	55575	1377	1019	3
2021-01-02	820	367	736	829	Norfolk	28052	1307	756	5
2021-01-03	1120	395	885	707	Middlesex	77821	2759	599	19
2021-01-03	1120	395	885	707	Suffolk	55925	1382	350	5
2021-01-03	1120	395	885	707	Norfolk	28388	1318	336	11
2021-01-04	1154	546	931	615	Middlesex	78663	2772	842	13
2021-01-04	1154	546	931	615	Norfolk	28745	1323	357	5
2021-01-04	1154	546	931	615	Suffolk	56431	1387	506	5
2021-01-05	972	942	925	632	Middlesex	79505	2784	842	12
2021-01-05	972	942	925	632	Norfolk	29149	1328	404	5
2021-01-05	972	942	925	632	Suffolk	56911	1395	480	8
2021-01-06	1323	1061	974	605	Norfolk	29618	1335	469	7
2021-01-06	1323	1061	974	605	Suffolk	57742	1401	831	6
2021-01-06	1323	1061	974	605	Middlesex	80812	2802	1307	18
2021-01-07	1061	1051	1008	630	Norfolk	30158	1342	540	7
2021-01-07	1061	1051	1008	630	Middlesex	82238	2807	1426	5
2021-01-07	1061	1051	1008	630	Suffolk	58671	1406	929	5
2021-01-08	1747	1329	1141	730	Norfolk	30818	1349	660	7
2021-01-08	1747	1329	1141	730	Suffolk	59640	1412	969	6
2021-01-08	1747	1329	1141	730	Middlesex	83698	2819	1460	12
2021-01-09	1803	1411	1278	885	Norfolk	31347	1356	529	7
2021-01-09	1803	1411	1278	885	Middlesex	85112	2837	1414	18
2021-01-09	1803	1411	1278	885	Suffolk	60502	1415	862	3
2021-01-10	1717	1180	1358	1034	Norfolk	31860	1363	513	7
2021-01-10	1717	1180	1358	1034	Suffolk	61178	1426	676	11
2021-01-10	1717	1180	1358	1034	Middlesex	86020	2851	908	14
2021-01-11	2069	1013	1476	1130	Norfolk	32299	1367	439	4
2021-01-11	2069	1013	1476	1130	Middlesex	86826	2863	806	12
2021-01-11	2069	1013	1476	1130	Suffolk	61722	1430	544	4
2021-01-12	902	920	1460	1126	Norfolk	32853	1369	554	2
2021-01-12	902	920	1460	1126	Suffolk	62241	1439	519	9
2021-01-12	902	920	1460	1126	Middlesex	87864	2879	1038	16
2021-01-13	1122	983	1426	1114	Norfolk	33262	1372	409	3
2021-01-13	1122	983	1426	1114	Middlesex	88898	2903	1034	24
2021-01-13	1122	983	1426	1114	Suffolk	62816	1448	575	9
2021-01-14	943	951	1403	1098	Norfolk	33739	1377	477	5
2021-01-14	943	951	1403	1098	Suffolk	63472	1459	656	11
2021-01-14	943	951	1403	1098	Middlesex	89999	2910	1101	7
2021-01-15	750	1112	1243	1071	Norfolk	34206	1382	467	5
2021-01-15	750	1112	1243	1071	Middlesex	90918	2925	919	15
2021-01-15	750	1112	1243	1071	Suffolk	64158	1465	686	6
2021-01-16	971	672	1138	963	Norfolk	34744	1388	538	6
2021-01-16	971	672	1138	963	Suffolk	64867	1478	709	13
2021-01-16	971	672	1138	963	Middlesex	91946	2939	1028	14
2021-01-17	959	581	1047	870	Norfolk	35130	1392	386	4
2021-01-17	959	581	1047	870	Middlesex	92781	2950	835	11
2021-01-17	959	581	1047	870	Suffolk	65398	1481	531	3
2021-01-18	1141	603	962	808	Middlesex	93414	2958	633	8
2021-01-18	1141	603	962	808	Suffolk	65804	1487	406	6
2021-01-18	1141	603	962	808	Norfolk	35450	1396	320	4
2021-01-19	1255	966	1008	814	Norfolk	35740	1400	290	4
2021-01-19	1255	966	1008	814	Middlesex	93861	2969	447	11
2021-01-19	1255	966	1008	814	Suffolk	66066	1490	262	3
2021-01-20	619	422	926	721	Norfolk	36130	1403	390	3
2021-01-20	619	422	926	721	Suffolk	66466	1498	400	8
2021-01-20	619	422	926	721	Middlesex	94631	2992	770	23
2021-01-21	494	591	844	674	Suffolk	67004	1506	538	8
2021-01-21	494	591	844	674	Norfolk	36599	1416	469	13
2021-01-21	494	591	844	674	Middlesex	95512	3004	881	12
2021-01-22	670	690	831	629	Norfolk	37117	1426	518	10
2021-01-22	670	690	831	629	Suffolk	67729	1508	725	2
2021-01-22	670	690	831	629	Middlesex	96331	3020	819	16
2021-01-23	1085	866	844	653	Suffolk	68226	1519	497	11
2021-01-23	1085	866	844	653	Norfolk	37574	1432	457	6
2021-01-23	1085	866	844	653	Middlesex	97177	3031	846	11
2021-01-24	1777	663	922	665	Norfolk	37970	1440	396	8
2021-01-24	1777	663	922	665	Suffolk	68799	1525	573	6
2021-01-24	1777	663	922	665	Middlesex	97870	3036	693	5
2021-01-25	3772	631	1094	669	Suffolk	69263	1530	464	5
2021-01-25	3772	631	1094	669	Norfolk	38422	1445	452	5
2021-01-25	3772	631	1094	669	Middlesex	98482	3042	612	6
2021-01-26	708	290	1008	564	Norfolk	38697	1447	275	2
2021-01-26	708	290	1008	564	Suffolk	69480	1535	217	5
2021-01-26	708	290	1008	564	Middlesex	98828	3051	346	9
2021-01-27	269	350	894	549	Suffolk	69882	1541	402	6
2021-01-27	269	350	894	549	Norfolk	38987	1455	290	8
2021-01-27	269	350	894	549	Middlesex	99560	3065	732	14
2021-01-28	747	421	949	523	Norfolk	39481	1458	494	3
2021-01-28	747	421	949	523	Suffolk	70398	1548	516	7
2021-01-28	747	421	949	523	Middlesex	100273	3074	713	9
2021-01-29	706	329	956	470	Suffolk	70712	1556	314	8
2021-01-29	706	329	956	470	Norfolk	39712	1467	231	9
2021-01-29	706	329	956	470	Middlesex	100774	3091	501	17
2021-01-30	465	490	847	434	Norfolk	40104	1474	392	7
2021-01-30	465	490	847	434	Middlesex	101488	3114	714	23
2021-01-30	465	490	847	434	Suffolk	71259	1561	547	5
2021-01-31	444	397	695	403	Suffolk	71597	1563	338	2
2021-01-31	444	397	695	403	Norfolk	40400	1479	296	5
2021-01-31	444	397	695	403	Middlesex	101919	3126	431	12
2021-02-01	499	363	520	372	Norfolk	40650	1480	250	1
2021-02-01	499	363	520	372	Middlesex	102399	3134	480	8
2021-02-01	499	363	520	372	Suffolk	71869	1566	272	3
2021-02-02	422	274	483	369	Suffolk	72062	1568	193	2
2021-02-02	422	274	483	369	Norfolk	40873	1483	223	3
2021-02-02	422	274	483	369	Middlesex	102781	3142	382	8
2021-02-03	360	283	504	358	Norfolk	41091	1484	218	1
2021-02-03	360	283	504	358	Middlesex	103162	3155	381	13
2021-02-03	360	283	504	358	Suffolk	72287	1572	225	4
2021-02-04	360	249	454	332	Suffolk	72628	1581	341	9
